new_investment,balance,promised_return,actual_return,label
15425.402305548992,94881.8704611264,19158.34387712972,16335.251230071184,0
25936.648537475372,106146.04550982703,18976.37409222528,14672.473488774735,0
24736.160728437615,112921.81458371373,21229.209101965407,17960.391654550916,0
22020.371450963048,113748.03991410267,22584.362916742746,21194.14612057411,0
40305.032369748835,133563.0186575934,22749.607982820537,20490.053626258086,0
11952.429877980445,121027.05280251736,26712.603731518684,24488.395733056495,0
29868.079784974478,128370.39555887722,24205.41056050347,22524.73702861461,0
35901.90919435214,142680.83158588206,25674.079111775445,21591.47316734731,0
31595.2624386374,151131.9045322242,28536.166317176412,23144.189492295252,0
27343.005858335342,154317.22834788007,30226.380906444843,24157.682042679477,0
32449.804514220552,156240.43105069373,30863.445669576016,30526.601811406887,0
10753.462560061282,142254.4992197974,31248.086210138747,24739.394390957612,0
26637.971994693293,144834.84659392165,28450.899843959483,24057.62462056905,0
28800.82335547948,36864.6685813187,2000.0,1936.154774160781,1
43425.378783243716,76343.99377377582,7372.93371626374,3946.053590786591,1
29877.63369393464,91028.76159352661,15268.798754755164,15192.865874183848,1
13168.718315232258,92406.61009200623,18205.752318705323,11790.869816752638,1
39167.2938994696,115892.35680166115,18481.322018401246,15681.547189814677,1
25633.66495365178,123530.02507405708,23178.47136033223,17995.99668125585,1
26235.736754438447,127405.42652533494,24706.005014811417,22360.33530316058,1
35453.30163904497,149078.63137625865,25481.08530506699,13780.096788121271,1
19519.711830933597,141789.60479810316,29815.72627525173,26808.738409089096,1
10709.409169999275,132694.07128319851,28357.920959620635,19804.942684903926,1
31185.088139989843,146124.75695120514,26538.814256639704,17754.40247198321,1
37103.32504442763,162208.41383497117,29224.95139024103,21019.668160661593,1
27227.129683232004,170699.79666192437,32441.682766994236,18735.74685627881,1
31520.260677142967,175064.56592885172,34139.959332384875,27155.49141021563,1
25630.152890575213,182508.40363395686,35012.91318577035,18186.315185470092,1
23123.24090399147,200126.30755894858,36501.680726791375,5505.336978999751,1
18278.690037875887,210055.04095870187,40025.26151178972,8349.956638122601,1
25154.8023751945,229574.52929432335,42011.00819174037,5635.3140395730225,1
19110.080543917968,236538.20892221335,45914.90585886467,12146.40091602797,1
18011.72891648027,236079.3061728334,47307.641784442676,18470.631665860223,1
31512.589873826546,39683.83281131857,2000.0,1828.757062507971,0
34108.53770060537,67591.7742115995,7936.766562263714,6200.596300324431,0
40985.00211047921,98096.56144507369,13518.354842319903,10480.21487700503,0
44159.589330253315,123602.22565749555,19619.31228901474,18653.92511783146,0
23638.99861071513,129505.34120072996,24720.445131499113,17735.883067480718,0
26019.83346009944,135449.95937813527,25901.068240145993,20075.21528269412,0
26799.89560699165,141800.70915939836,27089.991875627056,20449.145825728556,0
20478.942351135083,134303.51779123393,28360.141831879675,27976.13371929951,0
21542.44727050217,133532.72839703868,26860.703558246787,22313.236664697426,0
34070.40149826696,146923.73622352496,26706.545679407736,20679.393671780676,0
20276.312833743592,145571.4236449197,29384.747244704995,21628.625412348832,0
26785.74337216599,151575.3675013649,29114.28472898394,20781.799515720806,0
23605.439569043294,145052.07551938144,30315.07350027298,30128.73155102677,0
17690.0859490479,141583.40801216848,29010.41510387629,21158.753456260863,0
31620.977098388637,150440.85122950288,28316.6816024337,22763.533881054245,0
35129.36540633034,160911.41397599914,30088.170245900576,24658.802659834073,0
28262.613108075093,158085.8094355394,32182.28279519983,31088.217648534806,0
26804.94598521619,156822.36781764348,31617.161887107883,28068.38760311213,0
33773.39738809333,163565.4467949345,31364.473563528696,27030.318410802283,0
18606.950833302875,158580.67855504795,32713.089358986905,23591.71907318944,0
40829.283539628515,48962.08460607351,2000.0,1867.1989335550036,1
41421.833777695196,82172.15255593034,9792.416921214703,8211.765827838362,1
18076.170402865886,88265.5450605367,16434.43051118607,11982.77789825953,1
34592.15003913515,108506.24997796539,17653.10901210734,14351.445121706454,1
19611.905638239143,107443.91031102838,21701.24999559308,20674.24530517615,1
19746.397473477573,114140.2873402362,21488.782062205675,13050.020444269745,1
16800.66012325057,118448.94406166872,22828.057468047242,12492.003401818054,1
14702.096363775992,113539.18064345949,23689.788812333747,19611.859781985226,1
44277.007463266906,146198.04239083716,22707.8361286919,11618.145715889243,1
13237.292546476983,137563.5602212074,29239.608478167433,21871.774716106753,1
38176.58622069339,153331.8287019098,27512.712044241478,22408.317739990955,1
24940.471840215512,156530.6747377687,30666.365740381963,21741.62580435659,1
30768.829741711354,168868.963854403,31306.134947553743,18430.540625077057,1
21959.283972499416,164215.77281325014,33773.7927708806,26612.47501365229,1
15538.794446025691,157223.86623205402,32843.15456265003,22530.701027221807,1
20547.072160470827,163719.94703112106,31444.773246410805,14050.991361403792,1
14863.162317484082,166404.37829961051,32743.989406224213,12178.731048994616,1
36845.40035577833,198548.87002687712,33280.8756599221,4700.9086285117255,1
27617.894523550145,214308.45408514366,39709.774005375424,11858.310465283601,1
29041.091222673458,223709.92033040564,42861.690817028735,19639.624977411484,1
18962.73534145264,26987.610443322723,2000.0,1975.124898129919,0
20734.446858936535,43426.74111656225,5397.522088664545,4295.316185697008,0
27666.703423001003,63756.44204143761,8685.34822331245,7337.002498125644,0
36716.337273820485,89831.39997361165,12751.288408287523,10641.379341646443,0
17626.85018491231,91897.45894050521,17966.279994722332,15560.791218018749,0
35047.4905887536,109714.65911745044,18379.491788101044,17230.290411808364,0
24496.221244383854,112722.63391581157,21942.93182349009,21488.24644602272,0
23795.0721003745,117019.87668627183,22544.526783162317,19497.82932991423,0
20844.426681492107,117648.540865338,23403.975337254367,20215.762502425943,0
16756.00524641409,116924.38462564099,23529.7081730676,17480.16148611111,0
26635.97617644192,121109.4615593114,23384.8769251282,22450.899242771513,0
13551.335076437468,112611.83237260254,24221.89231186228,22048.96426314633,0
20251.448228336652,111071.33535768607,22522.36647452051,21791.94524325312,0
11354.162196739948,106310.12831282182,22214.267071537215,16115.3692416042,0
30044.802927308865,115965.8912548722,21262.025662564367,20389.03998525848,0
37162.3911287788,130302.14607699515,23193.17825097444,22826.136306655848,0
35021.55225406826,144343.3465318617,26060.42921539903,20980.351799201722,0
25462.266842418718,142866.98566430688,28868.66930637234,26938.627709973534,0
34954.229468081525,155687.7689270639,28573.397132861377,22133.44620532449,0
21112.752163816876,150402.4912368215,31137.553785412783,26398.02985405931,0
22483.233388502675,30911.760363297664,2000.0,1571.4730252050106,1
21816.949367227404,49274.23937651813,6182.352072659533,3454.4703540069313,1
24418.96319720617,65410.0086605105,9854.847875303627,8283.193913213801,1
46111.05488915174,102528.03389828958,13082.0017321021,8993.029651372659,1
19492.043790480377,106349.99932822063,20505.606779657915,15670.078360549322,1
39264.45078881223,134850.1873467011,21269.999865644128,10764.262770331748,1
16690.558591209217,126038.64561974947,26970.037469340223,25502.100318160854,1
39455.18826958372,141305.5593352033,25207.729123949895,24188.2745541299,1
17869.32427061519,131347.54397622938,28261.111867040658,27827.33962958909,1
21574.985490321178,136940.04070274602,26269.508795245878,15982.488763804555,1
24727.198101052145,139379.45183051866,27388.008140549206,22287.786973279482,1
28376.13754327401,143543.97495831197,27875.890366103733,24211.614415480708,1
19214.447843883456,134761.44107932647,28708.794991662395,27996.981722868964,1
18826.044281209754,138672.68112365564,26952.288215865294,14914.804236880584,1
25547.623659622655,147744.31011141418,27734.536224731128,16475.994671864108,1
31236.038639772127,173314.12107316914,29548.862022282836,5666.22767801717,1
25326.763968677147,181664.4922468692,34662.82421463383,16976.39279497709,1
39057.71942245413,209297.74788940224,36332.89844937384,11424.46377992108,1
14112.067208721863,209130.9889102551,41859.54957788045,14278.826187868983,1
20345.7964385356,210053.91733711108,41826.19778205102,19422.86801167964,1
46572.763851249205,54922.78041660612,2000.0,1649.9834346430875,0
19360.98235122948,65216.30928293288,10984.556083321224,9067.453484902713,0
40348.22194740454,94275.89641317388,13043.261856586578,11288.634817163545,0
12316.403693967022,91264.18932654758,18855.179282634777,15328.110780593324,0
14803.700818663547,87895.62367936989,18252.837865309517,18172.26646584124,0
23911.96073028203,97493.47873069895,17579.12473587398,14314.10567895297,0
37497.86652448354,118013.3543062759,19498.69574613979,16977.990948906598,0
14686.9315979497,113241.1618471953,23602.67086125518,19459.1240570303,0
10136.719648269973,107012.09398385638,22648.23236943906,16365.787511608887,0
42603.17371455682,128214.66164401225,21402.41879677128,21400.606054400952,0
23914.571903220538,129677.69595917533,25642.93232880245,22451.53758805746,0
38895.314597648554,143807.314162493,25935.539191835065,24765.696394330866,0
22339.526981933373,144244.596083232,28761.462832498604,21902.245061194386,0
19540.510272587224,138344.61798603067,28848.9192166464,25440.48836978856,0
46016.406353240214,158709.17247585917,27668.923597206136,25651.851863411717,0
14260.708539344825,149669.23897940246,31741.834495171835,23300.642035801535,0
33708.71669953259,158147.81666688295,29933.847795880494,25230.139012052106,0
16721.798512231926,144642.68222499412,31629.56333337659,30226.93295412076,0
40343.46219151637,163968.9127515101,28928.536444998826,21017.23166500039,0
32280.105922885134,171974.911011112,32793.78255030202,24274.107663283223,0
24149.108237306278,32364.43997336197,2000.0,1784.6682639443095,1
28117.31617363719,56556.06556749971,6472.887994672394,3925.690579499447,1
20215.79640121615,65571.1439952845,11311.213113499944,11200.717973431369,1
29413.477206810712,85855.51772631402,13114.2287990569,9129.10347578119,1
25093.048094180598,96126.49471655885,17171.103545262806,14822.071103935761,1
33307.768761515836,112288.6322875311,19225.298943311773,17145.63119054358,1
30502.047111235832,125682.35782637743,22457.72645750622,17108.32157238951,1
35091.37122583756,146357.03908388782,25136.471565275486,14416.689968327168,1
39604.965422902256,160072.64820660205,29271.407816777566,25889.35630018802,1
28453.1472466461,156830.8896671197,32014.529641320412,31694.90578612845,1
26948.268164508285,164816.25206275284,31366.177933423944,18962.905768875167,1
18602.184281672897,165686.46019736276,32963.25041255057,17731.97614706297,1
32122.621497638585,171551.65306145395,33137.29203947255,26257.4286335474,1
17082.407589741153,160484.5831574168,34310.33061229079,28149.477493778286,1
22902.769794065567,160732.3667969163,32096.916631483364,22654.986154566075,1
16667.59660350632,161672.48969706366,32146.47335938326,15727.473703358944,1
28614.9364514081,186525.38987914845,32334.497939412733,3762.036269323318,1
16140.99153386864,193748.68885456485,37305.07797582969,8917.69255845224,1
22318.40194201964,210322.27367112762,38749.73777091297,5744.817125456873,1
18983.880779807805,210053.8043464534,42064.454734225525,19252.350104482037,1
27061.510875387426,35247.27397820981,2000.0,1814.236897177619,0
15292.068207202447,44587.180016803526,7049.454795641962,5952.1621686087265,0
22176.060154951876,58184.01052709008,8917.436003360706,8579.22964466532,0
18568.864297460117,67640.52223108681,11636.802105418017,9112.352593463384,0
10845.170076806819,66592.00711148512,13528.104446217363,11893.685196408514,0
23582.311805065852,79371.20906672163,13318.401422297024,10803.109849829349,0
25340.38892890679,89980.51394763713,15874.241813344326,14731.08404799129,0
24131.82281619694,97479.59566071299,17996.102789527427,16632.741103121072,0
18937.69501645274,101991.57622220772,19495.9191321426,14425.714454958023,0
20847.275214559195,105428.82343533437,20398.315244441546,17410.028001432536,0
17518.0265964711,102701.04744364643,21085.764687066876,20245.802588159044,0
19157.71583068779,105986.4981503752,20540.209488729288,15872.265123959014,0
38222.91453406402,128212.12514645058,21197.299630075042,15997.287537988648,0
17187.02915258132,125822.8448784283,25642.425029290116,19576.309420603593,0
34545.05019034928,140992.05964338555,25164.56897568566,19375.835425392022,0
25497.47925686478,141005.76846908947,28198.411928677113,25483.770431160858,0
18137.051243207337,135344.58155851153,28201.153693817894,23798.23815378527,0
17676.725230913296,129307.51943764131,27068.91631170231,23713.787351783514,0
21418.22836792025,128243.37104675244,25861.503887528263,22482.37675880913,0
18614.750634081505,126110.27587483518,25648.674209350487,20747.845805998764,0
36169.99250160539,44925.639346140735,2000.0,1244.3531554646545,1
45689.85072223853,83401.44402782508,8985.127869228147,7214.046040554179,1
10075.343631340747,83257.33518477785,16680.28880556502,10219.452474387976,1
15574.471604806351,89168.28297596429,16651.46703695557,9663.523813619908,1
16318.314368102157,89384.01022033725,17833.65659519286,16102.5871237292,1
40780.45662946814,120508.90443354804,17876.80204406745,9655.562416257342,1
19346.60714713886,119405.614911114,24101.78088670961,20449.896669572903,1
23908.836396613126,126623.27057162707,23881.1229822228,16691.180736100043,1
45058.79690751,158952.63000756284,25324.654114325414,12729.437471574241,1
25787.007954421268,166128.071816098,31790.526001512568,18611.566145886103,1
34596.3679899137,172176.04051576863,33225.6143632196,28548.399290243076,1
23574.190342048496,173712.05762887813,34435.20810315373,22038.173228938995,1
18678.702182316614,158204.32994180737,34742.41152577563,34186.42986938738,1
16392.519044088793,150745.8000085873,31640.865988361475,23851.048977308867,1
27537.1204172601,152547.1437691815,30149.160001717464,25735.776656665883,1
21262.40412846422,163665.3065800622,30509.428753836302,10144.241317583517,1
28980.21513385401,185173.97536773176,32733.06131601244,7471.546346184454,1
11570.058905046695,188054.1265799075,37034.79507354635,8689.907692870971,1
22454.74521010322,198489.62577932974,37610.8253159815,12019.246010680965,1
13884.71537223459,195544.41458110345,39697.92515586595,16829.92657046088,1
11388.247734420203,19986.621194771607,2000.0,1401.6265396485976,0
22338.94236850982,38961.92371731183,3997.3242389543216,3363.639845969598,0
37680.07844929572,70937.90036356705,7792.384743462367,5704.1018030405,0
21967.43289345275,78866.6082358991,14187.580072713412,14038.725021120707,0
31893.47810714925,95029.68638147229,15773.32164717982,15730.399961576053,0
12402.947194739432,93749.3303168014,19005.93727629446,13683.303259410324,0
23241.553435142243,103595.44706778394,18749.86606336028,13395.43668415969,0
27354.537039030947,111503.45715469393,20719.08941355679,19446.52695212096,0
29692.36266017201,120065.02704945559,22300.691430938787,21130.792765410344,0
21774.896642776584,120238.80456754167,24013.00540989112,21601.1191246905,0
42926.98793540661,144051.21391967207,24047.760913508333,19114.5785832762,0
20190.454057628212,137016.56959602592,28810.242783934416,27225.09838127436,0
22279.171913119237,132717.2609378323,27403.313919205186,26578.480571312863,0
31233.068979939413,139416.67323516984,26543.45218756646,24533.65668260188,0
26817.26660540414,143742.99853813736,27883.33464703397,22490.941302436622,0
23526.150763344594,142457.21441891222,28748.599707627473,24811.934882569738,0
16591.84277748475,134465.07913939646,28491.442883782445,24583.9780570005,0
24247.90154516844,134823.58082308833,26893.015827879295,23889.399861476584,0
22865.18769994507,137464.71292206127,26964.71616461767,20224.055600972137,0
27541.23685078473,141360.96541194056,27492.942584412256,23644.98436090544,0
20450.961040346054,28453.26842442221,2000.0,1997.6926159238433,1
28857.885491502064,53758.79425391258,5690.653684884443,3552.3596620116987,1
24005.68769651786,71288.99545504444,10751.758850782517,6475.486495386001,1
18505.81620027725,76415.5379603925,14257.799091008888,13379.273694929194,1
11029.16030744145,75703.59336385332,15283.1075920785,11741.104903980622,1
31389.688959486808,98557.7880017866,15140.718672770665,8535.494321553533,1
32299.199470444397,115680.46164974468,19711.557600357322,15176.525822486303,1
29502.033485583393,125259.39791641124,23136.092329948937,19923.09721891684,1
10628.132259339467,115865.53314006583,25051.87958328225,20021.99703568488,1
17741.331098497358,119102.82770411452,23173.106628013167,14504.036534448676,1
21921.585933708942,117691.27886618016,23820.565540822907,23333.134771643297,1
21375.789229342627,122580.26862148147,23538.255773236033,16486.799474041312,1
21894.803480087343,124678.96839481036,24516.053724296296,19796.10370675846,1
35690.17122037794,141593.8749151144,24935.793678962073,18775.26470007391,1
27632.34170078057,144785.7603654499,28318.774983022882,24440.456250445066,1
28981.774237254183,164325.9603798982,28957.152073089983,9441.574222805879,1
20585.973326927,181322.7575678532,32865.19207597964,3589.1761389719945,1
25683.0766935362,197947.8868085407,36264.551513570645,9057.94745284871,1
19937.829398233403,202264.5520550637,39589.57736170814,15621.16415171041,1
24845.93503173571,208329.23316946445,40452.91041101274,18781.253917334932,1
11132.380458407551,19141.475739030153,2000.0,1990.9047193774009,0
19574.29451165299,35074.11507005778,3828.295147806031,3641.655180625367,0
18698.963620621285,47770.83543776907,7014.823014011556,6002.243252909992,0
21706.57431622249,61702.307786812846,9554.167087553815,7775.101967178717,0
26703.94483291802,76795.65489399114,12340.46155736257,11610.597725739717,0
32074.430634602777,97592.17991499047,15359.13097879823,11277.905613603445,0
29979.214257289495,108522.24609541518,19518.435982998093,19049.14807686478,0
15389.851284347538,105588.0923943271,21704.449219083035,18324.004985435615,0
33401.01264046556,122783.83641177898,21117.61847886542,16205.268623013693,0
29647.616674626493,133413.0242923221,24556.767282355795,19018.428794083375,0
32964.091000268556,144345.88522138025,26682.604858464423,22031.23007121043,0
28196.673179354286,145574.45384070763,28869.17704427605,26968.104560026888,0
24483.964318792958,149563.62151983028,29114.89076814153,20494.79663967032,0
30303.47364813625,150173.8586282463,29912.724303966057,29693.236539720223,0
16081.27818854358,141494.85433640884,30034.77172564926,24760.282480381036,0
36074.13839494098,156193.6802969394,28298.97086728177,21375.31243441044,0
20740.00522516057,154437.95496864925,31238.73605938788,22495.730553450692,0
29962.567012071737,155368.20629051962,30887.590993729853,29032.315690201372,0
29525.92119180917,161364.97005438755,31073.641258103926,23529.157427941238,0
22043.61515904271,152717.9540430877,32272.99401087751,30690.631170342556,0
20248.464149138694,28472.936532443684,2000.0,1775.5276166950105,1
25970.011412461357,50073.90142454485,5694.587306488737,4369.046520360191,1
25213.73509575587,67477.9088995335,10014.780284908971,7809.7276207672185,1
13592.173500695617,68507.14234770797,13495.5817799067,12562.940052521153,1
22792.200869716864,82583.16679036719,13701.428469541594,8716.176427057642,1
31235.9913215413,102185.38521040011,16516.63335807344,11633.772901508379,1
41557.56014793518,124942.99202739805,20437.077042080025,18799.953330937235,1
21566.011244831967,133676.1586319565,24988.598405479614,12832.844640273524,1
26331.65984490939,144018.63803122757,26735.2317263913,15989.18044563832,1
38281.17551281009,163011.8114652022,28803.727606245517,19288.002078835474,1
14142.535944652005,150212.63371655456,32602.362293040438,26941.71369329965,1
29253.822637278612,152348.3447603585,30042.52674331091,27118.111593474663,1
37028.73903489667,161105.8552658916,30469.668952071705,28271.22852936361,1
29439.73977832312,159220.01586157028,32221.171053178317,31325.57918264442,1
24702.178056024328,163332.6937052434,31844.003172314056,20589.500212351213,1
19021.187761631114,170812.91387035343,32666.538741048684,11540.9675965211,1
12078.862551460272,179112.95469999948,34162.58277407069,3778.821721814223,1
45034.65782100706,211352.84963891763,35822.5909399999,12794.762882088902,1
35014.426654924035,228318.69720567082,42270.56992778353,18048.579088170834,1
26049.38421442178,234730.71299875763,45663.73944113417,19637.368421334962,1
17493.244367662883,25932.406183169158,2000.0,1560.8381844937255,0
16142.305738575305,37240.13158564781,5186.481236633832,4834.580336096654,0
20105.771407894434,51474.32795358302,7448.026317129563,5871.575039959218,0
38503.67167137796,80363.34017757197,10294.865590716605,9614.659447389015,0
33632.423566162426,100394.60016698908,16072.668035514394,13601.163576745306,0
24272.57996944794,109514.98170968572,20078.92003339782,15152.198426751307,0
18915.682203922173,111333.11470832095,21902.996341937145,17097.54920528694,0
22934.41901767221,115991.8686560509,22266.62294166419,18275.665069942268,0
15950.985037019538,109893.28497939592,23198.37373121018,22049.56871367451,0
13021.176427941298,101591.39059756255,21978.656995879184,21323.07080977466,0
13359.226928453372,100615.72277808793,20318.278119512514,14334.894747927987,0
28298.741055119004,109907.82521924295,20123.14455561759,19006.638613963987,0
17836.773089620885,108702.99283571853,21981.56504384859,19041.60547314531,0
32944.22766755759,121731.51094198904,21740.59856714371,19915.709561287083,0
20219.91657316961,123909.21830880885,24346.302188397807,18042.20920634979,0
27862.96465415941,128981.42727325739,24781.84366176177,22790.755689710866,0
16805.427034553362,122582.81172123252,25796.28545465148,23204.04258657824,0
20452.826916332207,119709.79451241983,24516.562344246504,23325.844125144893,0
27662.77056498995,126886.0219335751,23941.958902483966,20486.54314383467,0
12245.975371938834,115749.1852563179,25377.20438671502,23382.812049196044,0
20716.40225097455,28945.41632543907,2000.0,1770.9859255354786,1
33343.094737007435,58558.33338976513,5789.083265087815,3730.17767268137,1
19769.02790961882,70731.63271232735,11711.666677953028,7595.728587056602,1
21442.37476763542,82295.27843170076,14146.326542465471,9878.729048262017,1
41641.8393954823,109678.86751289174,16459.055686340154,14258.250314291328,1
12699.112223921948,105489.1585229582,21935.773502578348,16888.82121385548,1
30306.480683304842,124704.236774886,21097.83170459164,11091.402431377037,1
47903.28966172523,158208.27563120448,24940.847354977202,14399.250805406764,1
24792.770852441507,165493.74633916627,31641.655126240898,17507.300144479716,1
18921.562255879064,161034.45884567295,33098.74926783326,23380.849749372395,1
40521.657514265666,178450.45195903548,32206.891769134592,23105.664400903144,1
13987.134334805089,173204.81501817305,35690.0903918071,19232.771275667532,1
26267.795298243615,177438.44399939827,34640.96300363461,22034.166317018407,1
11582.484333144323,165694.93157981973,35487.68879987965,23325.996752722844,1
44098.21223563158,190956.63528857316,33138.98631596395,18836.508526878166,1
24513.123370461788,203686.96023942486,38191.32705771463,11782.798419610084,1
23899.46468436455,209288.07101793456,40737.392047884976,18298.353905854856,1
22125.816702012537,214519.55446388497,41857.61420358691,16894.333256062117,1
20307.31877421423,215962.95632270462,42903.910892777,18863.916915394566,1
41874.003877992545,242345.24765962505,43192.591264540926,15491.712541072118,1
45716.36418392288,53749.928580110914,2000.0,1966.435603811968,0
17750.812441071703,62078.602924563,10749.985716022184,9422.13809661962,0
21250.356212292005,72522.51994039361,12415.7205849126,10806.439196461384,0
29539.23427137572,91384.16535271569,14504.503988078723,10677.588859053647,0
16865.53709584316,90387.40881299604,18276.83307054314,17862.293635562804,0
26302.60920501448,99722.44751296975,18077.48176259921,16967.570505040763,0
25844.624058838635,108882.64638547997,19944.48950259395,16684.425186328426,0
42065.055905465575,135462.36244472093,21776.529277095993,15485.339846224595,0
26445.190001685616,141962.88519334604,27092.472488944186,19944.66725306051,0
19792.48274349445,137363.8859209951,28392.57703866921,24391.48201584541,0
38807.252359397135,156401.53819494974,27472.777184199018,19769.60008544249,0
30667.608649815258,160120.5222217515,31280.30763898995,26948.624623013482,0
